"Thumb";"Name";"SKU";"Seller";"Revenue";"Lost profit";"Sales";"Balance";"Turnover days";"Frozen stocks percent";"Base price";"Basic Sale";"Basic Sale Price";"Price with WB wallet";"Comments Valuation";"Latest rating avg";"Comments";"Days in website";"Search cpm avg"
"https://basket-10.wbbasket.ru/vol1559/part155915/155915202/images/c246x328/1.webp";"Восстанавливающий крем для кожи вокруг глаз, 20 мл";155915202;"Lifecosm";902765;"96724,82";616;558;25;"0";4310;60;1690;1656;"4,9";"4,13";2183;589;550
"https://basket-13.wbbasket.ru/vol2025/part202549/202549744/images/c246x328/1.webp";"Корейское гидрофильное масло для лица";202549744;"Lifecosm";877316;"29243,87";885;1911;65;"30,56";7067;84;1098;1076;"4,8";"3,53";587;330;421
"https://basket-18.wbbasket.ru/vol2978/part297828/297828173/images/c246x328/1.webp";"Увлажняющий набор уходовых средств для лица новогодний";297828173;"Lifecosm";853423;"469382,65";553;928;34;"0";3838;60;1533;1502;"4,9";"5";651;19;799
"https://basket-16.wbbasket.ru/vol2554/part255404/255404071/images/c246x328/1.webp";"Тонизирующие пилинг-пэды для лица";255404071;"Lifecosm";852035;"468619,25";587;410;14;"0";5330;67;1735;1700;"4,9";"4,53";145;113;190
"https://basket-10.wbbasket.ru/vol1559/part155947/155947140/images/c246x328/1.webp";"Балансирующая пенка для умывания, 150 мл";155947140;"Lifecosm";835921;"57649,72";1055;1258;35;"0";2319;59;943;924;"4,8";"4,4";948;589;460
"https://basket-17.wbbasket.ru/vol2781/part278147/278147896/images/c246x328/1.webp";"Сыворотка с микроиглами и ретинолом 30 мл";278147896;"ИП Ким";788567;"26285,57";347;155;13;"0";3250;29;2289;2243;"4,8";"5";130;52;138
"https://basket-16.wbbasket.ru/vol2409/part240996/240996263/images/c246x328/1.webp";"Noni ampoule восстанавливающая сыворотка с нони";240996263;"ИП Женишбекова А Ж";735827;"0";559;209;12;"0";2414;44;1339;1312;"4,9";"4,73";185;169;370
"https://basket-17.wbbasket.ru/vol2627/part262788/262788242/images/c246x328/1.webp";"Сыворотка для лица с ретинолом и микроиглами";262788242;"ТОО Компания ЛВВ";727375;"212151,04";335;163;12;"0";3200;30;2227;2182;"4,8";"3,87";138;102;267
"https://basket-12.wbbasket.ru/vol1768/part176892/176892111/images/c246x328/1.webp";"Увлажняющий барьерный кремовый тонер для лица";176892111;"Риска";724185;"0";479;198;13;"0";2500;29;1757;1721;"4,9";"4,4";639;475;0
"https://basket-17.wbbasket.ru/vol2660/part266040/266040951/images/c246x328/1.webp";"Бустер The Vita−A Retinol Shot Tightening booster 15 мл";266040951;"ИП Усукеева";655349;"0";380;6;0;"0";2700;26;1998;1958;"4,8";"4,59";81;89;0
